,sentence
1240,가이드라인 위반 피해자는 국가별 이행기구(NCP)에 이의신청을 제기해 조정받을 수 있다.
1241,피해자 지원 단체는 삼성중공업 등이 크레인 충돌사고 예방대책을 수립하지 않았고 관리자의 작업 지휘가 소홀했다고 주장했다.
1242,삼성중공업 측은 이 사고가 신호수를 충분히 배치하지 않은 게 아닌 작업자의 업무 과실로 발생한 사고라고 맞섰다.
1243,위원회는 위원회 차원의 권고를 포함한 최종성명서를 채택하고 사건을 마무리하기로 했다.
1244,위원회는 삼성중공업에 추가 피해자 확인 시 구제 조치를 취하고 산업 안전사고에 대한 구제 방안을 수립하라고 권고했다.
1245,정종영 산업부 투자정책관은 “한국NCP를 통해 양측이 그간 성실히 조정 절차에 참여한 것을 높이 평가한다며 “최종 합의에는 도달하지 못했지만 삼성중공업 측이 권고사항을 충실히 이행해줄 것을 당부했다고 했다.
1246,김상현 롯데쇼핑 대표이사 부회장은 리스크 평가 모니터링 외부 심사 등을 통해 준법 시스템을 지속 개선해 왔으며 이번 인증 취득을 계기로 더욱 고도화된 준법 경영시스템을 구축했다고 말했다.
1247,경영방침 제정 성과평가 안전보건 경영 시스템 구축 등을 국제표준 매뉴얼에 따라 평가·검증한다.
1248,안전보건 요구에 맞춘 조직도·매뉴얼 절차서 지침서 규정 등을 검토 및 개정하고 각종 안전점검 실시 등 다양한 안전보건 활동을 통해 산업재해 예방을 위한 노력을 인정받았다.
1249,그는 “이 자리를 빌어 거의 전 국민이 사용하는 서비스에 대해 이용자들에게 서비스 불편을 드린 점 진심으로 사과드린다고 밝혔다.
1250,아울러 김 센터장은 “글로벌 기업과 동일한 수준의 안정성을 갖추는 게 목표라며 “장애가 났을 때도 최대한 빠르게 복구하는 것을 목표로 노력하겠다고 설명했다.
1251,김 센터장은 ‘경영에 나설 생각은 없느냐’는 허은아 국민의힘 의원 질의에 “경영에 나설 생각은 없다고 답했다.
1252,개인적으로 할 수 있는 모든 부분에 최선을 다할 것이라며 “하지만 전문적 영역에서 전문경영인이 저보다 훨씬 더 역량을 나타낼 것이다.
1253,그는 “유료 서비스는 약관에 따라 이미 보상을 지급했거나 그 이상을 준비하고 있다며 “무료 서비스는 전 세계적으로 선례가 없어 이 부분은 피해 사례를 접수 받고 정리되는 대로 피해를 받은 이용자나 단체를 포함한 협의체를 만들어 피해 보상기준을 만들도록 노력하겠다고 밝혔다.
1254,특히 허은아 국민의힘 의원의 “무료 서비스인 카카오톡은 카카오 서비스 전체의 뿌리다.
1255,이해진 네이버 글로벌투자책임(GIO)도 이날 국감에서 SK C&amp;C 판교 데이터센터 화재로 인해 발생했던 서비스 장애에 대해 “네이버 서비스도 일부 장애가 있었던 것에 대해 송구스럽게 생각한다고 밝혔다.
1256,그는 “직원들이 매뉴얼대로 움직여 장애가 빠르게 복구됐지만 이용자 불편이 있었던 것을 알고 있다며 “앞으로 이런 불편이 최소화되도록 최선을 다하겠다고 말했다.
1257,사과 발언하는 이해진 네이버 글로벌투자책임자 연합뉴스 이날 국감에서는 SK C&amp;C 판교 데이터센터 화재와 관련해 박성하 SK C&amp;C 대표에 대한 날카로운 질의도 쏟아졌다.
1258,특히 전력 이중화 조치 미흡 데이터센터에 UPS와 배터리를 한 공간에 배치한 설계상의 문제 화재에 취약한 리튬이온 배터리로의 교체 이유 등에 대한 지적이 나왔다.
1259,보상안과 관련해 박 대표는 “이번 사고에 대해 SK C&amp;C는 엄중한 책임감을 통감하고 있다.
1260,보상에 대해선 사고 원인 규명이 이루어지기 전이라도 적극적으로 협의에 임할 것이라며 “그룹과도 관련 내용을 협의할 계획이다.
1261,이날 국감에서는 카카오·네이버와 SK C&amp;C간 ‘화재 발생 고지 시점’을 두고 진실 공방이 오가기도 했다.
1262,SK C&amp;C 측은 화재 인지 후 입주사들에 화재 발생 상황 공유 및 전원 차단 결정을 안내했다는 입장을 재차 밝혔으나 김범수 카카오 미래이니셔티브센터장과 최수연 네이버 대표는 이에 대해 부인했다.
1263,최수연 네이버 대표도 “전원 차단에 대해서 제가 보고받기로는 사전 고지는 받지 않은 것으로 보고받았다고 말했다.
1264,이와 관련해 정청래 국회 과학기술정보방송통신위원장은 “최 회장의 불출석 사유서를 살펴보니 이유 같지 않은 이유라며 최 회장을 상대로 상임위 차원의 검찰 고발 내지는 동행명령 조치를 검토하겠다고 밝혔다.
1265,또한 삼성전자는 혁신적인 초저전력 기술을 개발해 제품 사용 단계에서 전력 사용을 줄이고 원료부터 폐기까지 제품 전 생애에 걸쳐 자원순환성을 강화할 계획이다.
1266,이 외에도 삼성전자는 글로벌 환경 난제를 해결하는데 공헌하기 위해 탄소 포집·활용 기술 미세먼지 저감 기술도 적극 개발한다.
1267,com *재판매 및 DB 금지사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
1268,시는 이 중 일부를 지역화폐 다이로움과 연계해 농가 소득 향상과 소상공인 상생을 유도한다.
1269,또 농가의 안정적 판로 체계 구축을 위해 CJ 하림 등에 납품하는 기업 맞춤형 쌀 공급을 확대한다.
1270,탑마루 쌀의 브랜드 인지도를 높이기 위해 제주도와 수도권 중심으로 홍보･판촉 활동을 강화한다.
1271,이밖에도 벼 가공건조저장시설 현대화사업을 추진하고 판로를 다변화할 구상이다.
1272,시는 지속 가능한 영농 환경을 위해 벼 중심에서 타작물로 재배구조 전환을 유도한다.
1273,여기에 신속한 양곡관리법 개정과 의무수입쌀의 해외 공적개발원조를 통한 쌀값 안정화 가루미 재배면적 확대･유통 논 타작물 재배 지원사업 재개 등의 시책을 전북도와 중앙정부에 건의할 방침이다.
1274,시 관계자는 “지역의 농업인이 안심하고 지속적으로 영농에 종사할 수 있는 환경 마련이 중요하다며 “향후에도 농가 경영안정을 위해 지원 규모를 확대하고 다양한 시책을 마련하겠다고 말했다.
1275,사업장 활동에서 발생할 수 있는 위험을 사전 제거 예방하고 임직원의 안전과 건강을 지켜 최종적으로는 기업의 이익과 임직원의 안전을 체계적으로 관리하는 것을 목표로 한다.
1276,박대우 GC셀 대표는 “최근 급변하는 경제환경 속에서도 회사의 기업가치를 제고하는 사회적 가치 창출이 기업의 생존과 성장을 위한 필수조건이 되었다며 “앞으로 GC셀이 ‘지속가능경영’ 관점에서 사회적 책임을 다할 것이라고 말했다.
1277,이 밖에도 노사 공동으로 과제를 선정해 사회공헌활동을 펼쳐 노사·지역 상생을 적극적으로 실천한 점과 근로자 처우개선을 위한 다양한 노력이 인정됐다.
1278,한편 경영평가 결과는 재단 홈페이지와 지방공기업 경영정보공개시스템에 공개된다.
1279,사모펀드(PEF) 운용사 티알인베스트먼트(이하 티알인베스트)가 터치 스크린 센서 전문기업 멜파스의 경영권 인수를 위해 주주들 설득에 나섰다.
1280,티알인베스트는 권유 취지에 대해 멜파스는 현재 영업실적 악화 경영권 분쟁 소송으로 인한 경영 공백의 지속 횡령 및 배임 혐의로 인한 주권매매거래 정지 및 상장폐지 위험을 겪고 있다며 개선기간을 부여 받더라도 경영정상화를 달성하지 않으면 주권 거래재개를 장담할 수 없다고 말했다.
1281,이어 주주가치 극대화를 최우선으로 하지 않는 단순 재무투자자들이 아닌 장기간 회사의 성장을 함께할 전문가 집단에게 회사의 경영권이 부여될 수 있도록 주주들의 현명한 의결권 행사가 중요하다고 설명했다.
1282,티알인베스트는 다양한 구조조정 펀드를 조성해 부실회사를 인수 경영정상화를 달성한 경험을 내세우고 있다.
1283,특히 티알인베스트는 옵트론텍 해성옵틱스 등 삼성전자 모바일 사업부를 주 고객으로 하고 있는 회사에 주로 투자하고 있다.
1284,티알인베스트 관계자는 멜파스 영업망에 대한 폭넓은 네트워크를 보유하고 있으며 디스플레이 반도체 팹리스.
1285,반도체 검사장비 회사 등에 대한 투자를 통해 높은 전문성을 보유하고 있다며 올해 초부터 멜파스 투자에 관심이 있었으나 경영권 분쟁이 악화되면서 투자집행을 보류하고 상황을 지켜봤다고 설명했다.
1286,티알인베스트는 이미 직간접적으로 멜파스에 대한 우호지분을 상당히 확보한 상태다.
1287,따라서 이번 소액주주들에 대한 의결권 위임을 통해 추가 지분을 확보할 경우 임시주총 안건 통과에 대한 유리한 고지를 확보할 것으로 예상된다.
1288,이 관계자는 임시주총 안건이 통과돼 멜파스 경영에 참여하게 된다면 소액주주들의 요청이 있을 경우 거래재개 이전에도 소액주주 주식 매입을 검토하겠다며 추가 지분 확보를 통한 경영권 안정화를 도모할 계획이다고 강조했다.
1289,청렴 윤리경영 및 내부통제 강화를 위한 선포식`에서 박지현사장(오른쪽)과_권재홍 상임감사가 기념촬영을 하고 있다.
1290,이날 선포식은 경영진과 감사실이 사내 청렴 의식 확산을 위한 협력을 강화하고 윤리경영에 기반을 둔 의사결정 체계를 강화하기 위해서 마련되었다.
1291,박지현 사장은 “이번 선포식을 계기로 청렴 윤리경영과 책임경영 실천을 위한 내부통제를 더욱 강화해 나가겠다.
1292,씨티은행은 단계별 여성 리더십 연수와 핵심 인재 관리 절차 여성 인재를 대상으로 한 멘토링 등 다양한 프로그램을 운영하고 있다.
1293,이번 포럼은 ‘여성의 경영 참여 확대: 기업과 사회의 전략적 선택’을 주제로 열렸다.
1294,박영숙 플레시먼힐러드코리아 대표(왼쪽부터) 손병옥 SC제일은행 사외이사 유명순 한국씨티은행장 이영 중소벤처기업부 장관 이복실 세계여성이사협회장 마리아 카스티요 페르난데스 주한 유럽연합(EU) 대사 한경희 한경희생활과학 대표 전주혜 국민의힘 국회의원 김교태 삼정KPMG 회장 박주근 리더스인덱스 대표가 기념사진을 찍고 있다.
1295,이상민 행안부 장관은 산하기관에 위기 극복과 민생 안정을 위해 새정부의 혁신 노력에 적극 동참해 달라며 디지털플랫폼 정부 지방시대 국민안전 등 행안부 소관 국정과제의 성공적 추진에도 힘을 모아달라고 당부했다.
1296,롯데케미칼은 경영진 자사주 매입을 추가 진행해 책임 경영을 강화하고 주주가치를 제고한다는 방침이다.
1297,김교현 롯데케미칼 부회장은 “국제유가 상승 등 원가 부담과 석유화학 제품 수요 둔화 등으로 불확실성이 증대되고 있다면서도 “배터리 소재 사업 역량 집중과 수소 시장 선점을 통한 미래 성장 기반 구축 고부가 소재 사업 적극 진출로 기업 가치를 향상시킬 것이라고 밝혔다.
1298,형 안성호 대표가 CEO인 에이스침대와 함께 시몬스는 매트리스 시장을 대표하는 기업이다.
1299,안 대표는 시몬스의 구체적인 제품·마케팅보다 매트리스 시장과 사업철학에 중점을 뒀다.
1300,안 대표는 단순히 침대를 만드는 게 아니라 소비자의 건강을 책임진다는 사명감을 갖고 있다며 최고의 원·부자재를 사용하고 안전을 위해 난연 매트리스를 만드는 이유도 이런 것이라고 말했다.
